From (presynaptic type),To (postsynaptic type)
LEC LIII Complex Pyramidal,EC LI-II Pyramidal-Fan
LEC LIII Complex Pyramidal,EC LII-III Pyramidal-Tripolar
LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal
LEC LIII Complex Pyramidal,EC LIII Pyramidal
LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal
LEC LIII Complex Pyramidal,EC LIII Pyramidal-Stellate
LEC LIII Complex Pyramidal,EC LIII Stellate
LEC LIII Complex Pyramidal,EC LIII-V Bipolar Pyramidal
LEC LIII Complex Pyramidal,EC LIV-V Pyramidal-Horiz
LEC LIII Complex Pyramidal,EC LIV-VI Deep Multipolar
LEC LIII Complex Pyramidal,EC LV Deep Pyramidal
LEC LIII Complex Pyramidal,LEC LVI Multipolar-PC
LEC LIII Complex Pyramidal,EC LII Axo-Axonic
LEC LIII Complex Pyramidal,EC LII Basket-MPI
LEC LIII Complex Pyramidal,LEC LIII Multipolar
LEC LIII Complex Pyramidal,EC LIII Pyramidal-Looking
MEC LIII Complex Pyramidal,EC LI-II Multipolar-Pyramidal
MEC LIII Complex Pyramidal,EC LI-II Pyramidal-Fan
MEC LIII Complex Pyramidal,MEC LII-III PC-Multiform
MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal
MEC LIII Complex Pyramidal,MEC LII Stellate
MEC LIII Complex Pyramidal,EC LII-III Pyramidal-Tripolar
MEC LIII Complex Pyramidal,MEC LIII Multipolar Principal
MEC LIII Complex Pyramidal,EC LIII Pyramidal
MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal
MEC LIII Complex Pyramidal,MEC LIII BP Cmplx PC
MEC LIII Complex Pyramidal,EC LIII Pyramidal-Stellate
MEC LIII Complex Pyramidal,EC LIII Stellate
MEC LIII Complex Pyramidal,EC LIII-V Bipolar Pyramidal
MEC LIII Complex Pyramidal,EC LIV-V Pyramidal-Horiz
MEC LIII Complex Pyramidal,EC LIV-VI Deep Multipolar
MEC LIII Complex Pyramidal,MEC LV Multipolar-PC
MEC LIII Complex Pyramidal,EC LV Deep Pyramidal
MEC LIII Complex Pyramidal,MEC LV Pyramidal
MEC LIII Complex Pyramidal,MEC LV Superficial PC
MEC LIII Complex Pyramidal,EC LII Axo-Axonic
MEC LIII Complex Pyramidal,MEC LII Basket
MEC LIII Complex Pyramidal,EC LII Basket-MPI
MEC LIII Complex Pyramidal,MEC LIII Multipolar
MEC LIII Complex Pyramidal,MEC LIII Superficial MPI
MEC LIII Complex Pyramidal,EC LIII Pyramidal-Looking
MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayer
MEC LIII BP Cmplx PC,EC LI-II Multipolar-Pyramidal
MEC LIII BP Cmplx PC,EC LI-II Pyramidal-Fan
MEC LIII BP Cmplx PC,MEC LII-III PC-Multiform
MEC LIII BP Cmplx PC,MEC LII Oblique Pyramidal
MEC LIII BP Cmplx PC,MEC LII Stellate
MEC LIII BP Cmplx PC,EC LII-III Pyramidal-Tripolar
MEC LIII BP Cmplx PC,MEC LIII Multipolar Principal
MEC LIII BP Cmplx PC,EC LIII Pyramidal
MEC LIII BP Cmplx PC,MEC LIII Complex Pyramidal
MEC LIII BP Cmplx PC,MEC LIII BP Cmplx PC
MEC LIII BP Cmplx PC,EC LIII Pyramidal-Stellate
MEC LIII BP Cmplx PC,EC LIII Stellate
MEC LIII BP Cmplx PC,EC LIII-V Bipolar Pyramidal
MEC LIII BP Cmplx PC,EC LIV-V Pyramidal-Horiz
MEC LIII BP Cmplx PC,EC LIV-VI Deep Multipolar
MEC LIII BP Cmplx PC,MEC LV Multipolar-PC
MEC LIII BP Cmplx PC,EC LV Deep Pyramidal
MEC LIII BP Cmplx PC,MEC LV Pyramidal
MEC LIII BP Cmplx PC,MEC LV Superficial PC
MEC LIII BP Cmplx PC,EC LII Axo-Axonic
MEC LIII BP Cmplx PC,MEC LII Basket
MEC LIII BP Cmplx PC,EC LII Basket-MPI
MEC LIII BP Cmplx PC,MEC LIII Multipolar
MEC LIII BP Cmplx PC,MEC LIII Superficial MPI
MEC LIII BP Cmplx PC,EC LIII Pyramidal-Looking
MEC LIII BP Cmplx PC,MEC LIII Superficial Trilayer
EC LIII Pyramidal-Stellate,CA1 Pyramidal
EC LIII Pyramidal-Stellate,CA1 Superficial Pyramidal
EC LIII Pyramidal-Stellate,CA1 Deep Pyramidal
EC LIII Pyramidal-Stellate,CA1 Cajal-Retzius
EC LIII Pyramidal-Stellate,CA1 Radiatum Giant
EC LIII Pyramidal-Stellate,CA1 Axo-Axonic
EC LIII Pyramidal-Stellate,CA1 Basket
EC LIII Pyramidal-Stellate,CA1 BC CCK+
EC LIII Pyramidal-Stellate,CA1 IS LMO-O
EC LIII Pyramidal-Stellate,CA1 IS LM-R
EC LIII Pyramidal-Stellate,CA1 IS LMR-R
EC LIII Pyramidal-Stellate,CA1 IS O-Target QuadD
EC LIII Pyramidal-Stellate,CA1 LMR
EC LIII Pyramidal-Stellate,CA1 LMR Projecting
EC LIII Pyramidal-Stellate,CA1 Neurogliaform
EC LIII Pyramidal-Stellate,CA1 NGF Projecting
EC LIII Pyramidal-Stellate,CA1 Oriens/Alveus
EC LIII Pyramidal-Stellate,CA1 Perforant Path-Assoc
EC LIII Pyramidal-Stellate,CA1 PPA QuadD
EC LIII Pyramidal-Stellate,CA1 Quadrilaminar
EC LIII Pyramidal-Stellate,CA1 Schaffer Collateral-Assoc
EC LIII Pyramidal-Stellate,CA1 Radial Trilaminar
EC LIII Pyramidal-Stellate,Sub EC-Proj Pyramidal
EC LIII Pyramidal-Stellate,Sub CA1-Proj Pyramidal
EC LIII Pyramidal-Stellate,Sub Axo-axonic
EC LIII Pyramidal-Stellate,MEC LII-III PC-Multiform
EC LIII Pyramidal-Stellate,EC LII-III Pyramidal-Tripolar
EC LIII Pyramidal-Stellate,LEC LIII Multipolar Principal
EC LIII Pyramidal-Stellate,MEC LIII Multipolar Principal
EC LIII Pyramidal-Stellate,EC LIII Pyramidal
EC LIII Pyramidal-Stellate,LEC LIII Complex Pyramidal
EC LIII Pyramidal-Stellate,MEC LIII Complex Pyramidal
EC LIII Pyramidal-Stellate,MEC LIII BP Cmplx PC
EC LIII Pyramidal-Stellate,EC LIII Pyramidal-Stellate
EC LIII Pyramidal-Stellate,EC LIII Stellate
EC LIII Pyramidal-Stellate,EC LIII-V Bipolar Pyramidal
EC LIII Pyramidal-Stellate,MEC LV Superficial PC
EC LIII Pyramidal-Stellate,LEC LIII Multipolar
EC LIII Pyramidal-Stellate,MEC LIII Multipolar
EC LIII Pyramidal-Stellate,MEC LIII Superficial MPI
EC LIII Pyramidal-Stellate,EC LIII Pyramidal-Looking
EC LIII Pyramidal-Stellate,MEC LIII Superficial Trilayer
EC LIII Stellate,MEC LII-III PC-Multiform
EC LIII Stellate,EC LII-III Pyramidal-Tripolar
EC LIII Stellate,LEC LIII Multipolar Principal
EC LIII Stellate,MEC LIII Multipolar Principal
EC LIII Stellate,EC LIII Pyramidal
EC LIII Stellate,LEC LIII Complex Pyramidal
EC LIII Stellate,MEC LIII Complex Pyramidal
EC LIII Stellate,MEC LIII BP Cmplx PC
EC LIII Stellate,EC LIII Pyramidal-Stellate
EC LIII Stellate,EC LIII Stellate
EC LIII Stellate,EC LIII-V Bipolar Pyramidal
EC LIII Stellate,MEC LV Superficial PC
EC LIII Stellate,LEC LIII Multipolar
EC LIII Stellate,MEC LIII Multipolar
EC LIII Stellate,MEC LIII Superficial MPI
EC LIII Stellate,EC LIII Pyramidal-Looking
EC LIII Stellate,MEC LIII Superficial Trilayer
EC LIII-V Bipolar Pyramidal,MEC LII-III PC-Multiform
EC LIII-V Bipolar Pyramidal,EC LII-III Pyramidal-Tripolar
EC LIII-V Bipolar Pyramidal,LEC LIII Multipolar Principal
EC LIII-V Bipolar Pyramidal,MEC LIII Multipolar Principal
EC LIII-V Bipolar Pyramidal,EC LIII Pyramidal
EC LIII-V Bipolar Pyramidal,LEC LIII Complex Pyramidal
EC LIII-V Bipolar Pyramidal,MEC LIII Complex Pyramidal
EC LIII-V Bipolar Pyramidal,MEC LIII BP Cmplx PC
EC LIII-V Bipolar Pyramidal,EC LIII Pyramidal-Stellate
EC LIII-V Bipolar Pyramidal,EC LIII Stellate
EC LIII-V Bipolar Pyramidal,EC LIII-V Bipolar Pyramidal
EC LIII-V Bipolar Pyramidal,EC LIV-V Pyramidal-Horiz
EC LIII-V Bipolar Pyramidal,EC LIV-VI Deep Multipolar
EC LIII-V Bipolar Pyramidal,MEC LV Multipolar-PC
EC LIII-V Bipolar Pyramidal,EC LV Deep Pyramidal
EC LIII-V Bipolar Pyramidal,MEC LV Pyramidal
EC LIII-V Bipolar Pyramidal,MEC LV Superficial PC
EC LIII-V Bipolar Pyramidal,MEC LV-VI PC-Polymorph
EC LIII-V Bipolar Pyramidal,LEC LVI Multipolar-PC
EC LIII-V Bipolar Pyramidal,LEC LIII Multipolar
EC LIII-V Bipolar Pyramidal,MEC LIII Multipolar
EC LIII-V Bipolar Pyramidal,MEC LIII Superficial MPI
EC LIII-V Bipolar Pyramidal,EC LIII Pyramidal-Looking
EC LIII-V Bipolar Pyramidal,MEC LIII Superficial Trilayer
EC LIV-V Pyramidal-Horiz,DG Granule
EC LIV-V Pyramidal-Horiz,DG Hilar Ectopic Granule
EC LIV-V Pyramidal-Horiz,DG Semilunar Granule
EC LIV-V Pyramidal-Horiz,DG Mossy MOLDEN
EC LIV-V Pyramidal-Horiz,DG AIPRIM
EC LIV-V Pyramidal-Horiz,DG Axo-Axonic
EC LIV-V Pyramidal-Horiz,DG Basket
EC LIV-V Pyramidal-Horiz,DG BC CCK+
EC LIV-V Pyramidal-Horiz,DG HICAP
EC LIV-V Pyramidal-Horiz,DG MOLAX
EC LIV-V Pyramidal-Horiz,DG MOPP
EC LIV-V Pyramidal-Horiz,DG Neurogliaform
EC LIV-V Pyramidal-Horiz,DG Outer Molecular Layer
EC LIV-V Pyramidal-Horiz,DG Total Molecular Layer
EC LIV-V Pyramidal-Horiz,CA1 NGF Projecting
EC LIV-V Pyramidal-Horiz,LEC LIII Multipolar Principal
EC LIV-V Pyramidal-Horiz,EC LIII-V Bipolar Pyramidal
EC LIV-V Pyramidal-Horiz,EC LIV-V Pyramidal-Horiz
EC LIV-V Pyramidal-Horiz,EC LIV-VI Deep Multipolar
EC LIV-V Pyramidal-Horiz,MEC LV Multipolar-PC
EC LIV-V Pyramidal-Horiz,EC LV Deep Pyramidal
EC LIV-V Pyramidal-Horiz,MEC LV Pyramidal
EC LIV-V Pyramidal-Horiz,MEC LV Superficial PC
EC LIV-V Pyramidal-Horiz,MEC LV-VI PC-Polymorph
EC LIV-V Pyramidal-Horiz,LEC LVI Multipolar-PC
EC LIV-V Pyramidal-Horiz,MEC LIII Multipolar
EC LIV-VI Deep Multipolar,Sub EC-Proj Pyramidal
EC LIV-VI Deep Multipolar,Sub CA1-Proj Pyramidal
EC LIV-VI Deep Multipolar,Sub Axo-axonic
EC LIV-VI Deep Multipolar,LEC LIII Multipolar Principal
EC LIV-VI Deep Multipolar,MEC LIII Multipolar Principal
EC LIV-VI Deep Multipolar,LEC LIII Complex Pyramidal
EC LIV-VI Deep Multipolar,MEC LIII Complex Pyramidal
EC LIV-VI Deep Multipolar,EC LIII Pyramidal-Stellate
EC LIV-VI Deep Multipolar,EC LIII-V Bipolar Pyramidal
EC LIV-VI Deep Multipolar,EC LIV-V Pyramidal-Horiz
EC LIV-VI Deep Multipolar,EC LIV-VI Deep Multipolar
EC LIV-VI Deep Multipolar,MEC LV Multipolar-PC
EC LIV-VI Deep Multipolar,EC LV Deep Pyramidal
EC LIV-VI Deep Multipolar,MEC LV Pyramidal
EC LIV-VI Deep Multipolar,MEC LV Superficial PC
EC LIV-VI Deep Multipolar,MEC LV-VI PC-Polymorph
EC LIV-VI Deep Multipolar,LEC LVI Multipolar-PC
EC LIV-VI Deep Multipolar,MEC LIII Multipolar
EC LIV-VI Deep Multipolar,EC LIII Pyramidal-Looking
MEC LV Multipolar-PC,MEC LII-III PC-Multiform
MEC LV Multipolar-PC,EC LII-III Pyramidal-Tripolar
MEC LV Multipolar-PC,MEC LIII Multipolar Principal
MEC LV Multipolar-PC,EC LIII Pyramidal
MEC LV Multipolar-PC,MEC LIII Complex Pyramidal
MEC LV Multipolar-PC,MEC LIII BP Cmplx PC
MEC LV Multipolar-PC,EC LIII Pyramidal-Stellate
MEC LV Multipolar-PC,EC LIII Stellate
MEC LV Multipolar-PC,EC LIII-V Bipolar Pyramidal
MEC LV Multipolar-PC,EC LIV-V Pyramidal-Horiz
MEC LV Multipolar-PC,EC LIV-VI Deep Multipolar
MEC LV Multipolar-PC,MEC LV Multipolar-PC
MEC LV Multipolar-PC,EC LV Deep Pyramidal
MEC LV Multipolar-PC,MEC LV Pyramidal
MEC LV Multipolar-PC,MEC LV Superficial PC
MEC LV Multipolar-PC,MEC LV-VI PC-Polymorph
MEC LV Multipolar-PC,MEC LIII Multipolar
MEC LV Multipolar-PC,MEC LIII Superficial MPI
MEC LV Multipolar-PC,EC LIII Pyramidal-Looking
MEC LV Multipolar-PC,MEC LIII Superficial Trilayer
EC LV Deep Pyramidal,LEC LIII Multipolar Principal
EC LV Deep Pyramidal,EC LIII-V Bipolar Pyramidal
EC LV Deep Pyramidal,EC LIV-V Pyramidal-Horiz
EC LV Deep Pyramidal,EC LIV-VI Deep Multipolar
EC LV Deep Pyramidal,MEC LV Multipolar-PC
EC LV Deep Pyramidal,EC LV Deep Pyramidal
EC LV Deep Pyramidal,MEC LV Pyramidal
EC LV Deep Pyramidal,MEC LV Superficial PC
EC LV Deep Pyramidal,MEC LV-VI PC-Polymorph
EC LV Deep Pyramidal,LEC LVI Multipolar-PC
EC LV Deep Pyramidal,MEC LIII Multipolar
MEC LV Pyramidal,DG Granule
MEC LV Pyramidal,DG Hilar Ectopic Granule
MEC LV Pyramidal,DG Semilunar Granule
MEC LV Pyramidal,DG Mossy MOLDEN
MEC LV Pyramidal,DG AIPRIM
MEC LV Pyramidal,DG Axo-Axonic
MEC LV Pyramidal,DG Basket
MEC LV Pyramidal,DG BC CCK+
MEC LV Pyramidal,DG HICAP
MEC LV Pyramidal,DG HIPROM
MEC LV Pyramidal,DG MOCAP
MEC LV Pyramidal,DG MOLAX
MEC LV Pyramidal,DG MOPP
MEC LV Pyramidal,DG Neurogliaform
MEC LV Pyramidal,DG Outer Molecular Layer
MEC LV Pyramidal,DG Total Molecular Layer
MEC LV Pyramidal,CA1 NGF Projecting
MEC LV Pyramidal,Sub EC-Proj Pyramidal
MEC LV Pyramidal,Sub CA1-Proj Pyramidal
MEC LV Pyramidal,Sub Axo-axonic
MEC LV Pyramidal,EC LI-II Multipolar-Pyramidal
MEC LV Pyramidal,EC LI-II Pyramidal-Fan
MEC LV Pyramidal,MEC LII-III PC-Multiform
MEC LV Pyramidal,MEC LII Oblique Pyramidal
MEC LV Pyramidal,MEC LII Stellate
MEC LV Pyramidal,EC LII-III Pyramidal-Tripolar
MEC LV Pyramidal,MEC LIII Multipolar Principal
MEC LV Pyramidal,EC LIII Pyramidal
MEC LV Pyramidal,MEC LIII Complex Pyramidal
MEC LV Pyramidal,MEC LIII BP Cmplx PC
MEC LV Pyramidal,EC LIII Pyramidal-Stellate
MEC LV Pyramidal,EC LIII Stellate
MEC LV Pyramidal,EC LIII-V Bipolar Pyramidal
MEC LV Pyramidal,EC LIV-V Pyramidal-Horiz
MEC LV Pyramidal,EC LIV-VI Deep Multipolar
MEC LV Pyramidal,MEC LV Multipolar-PC
MEC LV Pyramidal,EC LV Deep Pyramidal
MEC LV Pyramidal,MEC LV Pyramidal
MEC LV Pyramidal,MEC LV Superficial PC
MEC LV Pyramidal,MEC LV-VI PC-Polymorph
MEC LV Pyramidal,EC LII Axo-Axonic
MEC LV Pyramidal,MEC LII Basket
MEC LV Pyramidal,EC LII Basket-MPI
MEC LV Pyramidal,MEC LIII Multipolar
MEC LV Pyramidal,MEC LIII Superficial MPI
MEC LV Pyramidal,EC LIII Pyramidal-Looking
MEC LV Pyramidal,MEC LIII Superficial Trilayer
MEC LV Superficial PC,EC LI-II Multipolar-Pyramidal
MEC LV Superficial PC,EC LI-II Pyramidal-Fan
MEC LV Superficial PC,MEC LII-III PC-Multiform
MEC LV Superficial PC,MEC LII Oblique Pyramidal
MEC LV Superficial PC,MEC LII Stellate
MEC LV Superficial PC,EC LII-III Pyramidal-Tripolar
MEC LV Superficial PC,MEC LIII Multipolar Principal
MEC LV Superficial PC,EC LIII Pyramidal
MEC LV Superficial PC,MEC LIII Complex Pyramidal
MEC LV Superficial PC,MEC LIII BP Cmplx PC
MEC LV Superficial PC,EC LIII Pyramidal-Stellate
MEC LV Superficial PC,EC LIII Stellate
MEC LV Superficial PC,EC LIII-V Bipolar Pyramidal
MEC LV Superficial PC,EC LIV-V Pyramidal-Horiz
MEC LV Superficial PC,EC LIV-VI Deep Multipolar
MEC LV Superficial PC,MEC LV Multipolar-PC
MEC LV Superficial PC,EC LV Deep Pyramidal
MEC LV Superficial PC,MEC LV Pyramidal
MEC LV Superficial PC,MEC LV Superficial PC
MEC LV Superficial PC,MEC LV-VI PC-Polymorph
MEC LV Superficial PC,EC LII Axo-Axonic
MEC LV Superficial PC,MEC LII Basket
MEC LV Superficial PC,EC LII Basket-MPI
MEC LV Superficial PC,MEC LIII Multipolar
MEC LV Superficial PC,MEC LIII Superficial MPI
MEC LV Superficial PC,EC LIII Pyramidal-Looking
MEC LV Superficial PC,MEC LIII Superficial Trilayer
MEC LV-VI PC-Polymorph,EC LIV-V Pyramidal-Horiz
MEC LV-VI PC-Polymorph,EC LIV-VI Deep Multipolar
MEC LV-VI PC-Polymorph,EC LV Deep Pyramidal
MEC LV-VI PC-Polymorph,MEC LV-VI PC-Polymorph
LEC LVI Multipolar-PC,EC LII-III Pyramidal-Tripolar
LEC LVI Multipolar-PC,LEC LIII Multipolar Principal
LEC LVI Multipolar-PC,EC LIII Pyramidal
LEC LVI Multipolar-PC,LEC LIII Complex Pyramidal
LEC LVI Multipolar-PC,EC LIII Pyramidal-Stellate
LEC LVI Multipolar-PC,EC LIII Stellate
LEC LVI Multipolar-PC,EC LIII-V Bipolar Pyramidal
LEC LVI Multipolar-PC,EC LIV-V Pyramidal-Horiz
LEC LVI Multipolar-PC,EC LIV-VI Deep Multipolar
LEC LVI Multipolar-PC,EC LV Deep Pyramidal
LEC LVI Multipolar-PC,LEC LVI Multipolar-PC
LEC LVI Multipolar-PC,LEC LIII Multipolar
LEC LVI Multipolar-PC,EC LIII Pyramidal-Looking
EC LII Axo-Axonic,EC LI-II Multipolar-Pyramidal
EC LII Axo-Axonic,EC LI-II Pyramidal-Fan
EC LII Axo-Axonic,MEC LII-III PC-Multiform
EC LII Axo-Axonic,MEC LII Oblique Pyramidal
EC LII Axo-Axonic,MEC LII Stellate
EC LII Axo-Axonic,EC LII-III Pyramidal-Tripolar
MEC LII Basket,EC LI-II Multipolar-Pyramidal
MEC LII Basket,EC LI-II Pyramidal-Fan
MEC LII Basket,MEC LII-III PC-Multiform
MEC LII Basket,MEC LII Oblique Pyramidal
MEC LII Basket,MEC LII Stellate
MEC LII Basket,EC LII-III Pyramidal-Tripolar
MEC LII Basket,MEC LIII Multipolar Principal
MEC LII Basket,EC LIII Pyramidal
MEC LII Basket,MEC LIII Complex Pyramidal
MEC LII Basket,MEC LIII BP Cmplx PC
MEC LII Basket,EC LIII Pyramidal-Stellate
MEC LII Basket,EC LIII Stellate
MEC LII Basket,EC LIII-V Bipolar Pyramidal
MEC LII Basket,EC LII Axo-Axonic
MEC LII Basket,MEC LII Basket
MEC LII Basket,EC LII Basket-MPI
MEC LII Basket,MEC LIII Multipolar
MEC LII Basket,MEC LIII Superficial MPI
MEC LII Basket,EC LIII Pyramidal-Looking
MEC LII Basket,MEC LIII Superficial Trilayer
EC LII Basket-MPI,EC LI-II Multipolar-Pyramidal
EC LII Basket-MPI,EC LI-II Pyramidal-Fan
EC LII Basket-MPI,MEC LII-III PC-Multiform
EC LII Basket-MPI,MEC LII Oblique Pyramidal
EC LII Basket-MPI,MEC LII Stellate
EC LII Basket-MPI,EC LII-III Pyramidal-Tripolar
EC LII Basket-MPI,EC LII Axo-Axonic
EC LII Basket-MPI,MEC LII Basket
EC LII Basket-MPI,EC LII Basket-MPI
LEC LIII Multipolar,EC LII-III Pyramidal-Tripolar
LEC LIII Multipolar,LEC LIII Multipolar Principal
LEC LIII Multipolar,EC LIII Pyramidal
LEC LIII Multipolar,LEC LIII Complex Pyramidal
LEC LIII Multipolar,EC LIII Pyramidal-Stellate
LEC LIII Multipolar,EC LIII Stellate
LEC LIII Multipolar,EC LIII-V Bipolar Pyramidal
LEC LIII Multipolar,LEC LIII Multipolar
LEC LIII Multipolar,EC LIII Pyramidal-Looking
MEC LIII Multipolar,EC LI-II Multipolar-Pyramidal
MEC LIII Multipolar,EC LI-II Pyramidal-Fan
MEC LIII Multipolar,MEC LII-III PC-Multiform
MEC LIII Multipolar,MEC LII Oblique Pyramidal
MEC LIII Multipolar,MEC LII Stellate
MEC LIII Multipolar,EC LII-III Pyramidal-Tripolar
MEC LIII Multipolar,MEC LIII Multipolar Principal
MEC LIII Multipolar,EC LIII Pyramidal
MEC LIII Multipolar,MEC LIII Complex Pyramidal
MEC LIII Multipolar,MEC LIII BP Cmplx PC
MEC LIII Multipolar,EC LIII Pyramidal-Stellate
MEC LIII Multipolar,EC LIII Stellate
MEC LIII Multipolar,EC LIII-V Bipolar Pyramidal
MEC LIII Multipolar,EC LIV-V Pyramidal-Horiz
MEC LIII Multipolar,EC LV Deep Pyramidal
MEC LIII Multipolar,MEC LV Pyramidal
MEC LIII Multipolar,MEC LV Superficial PC
MEC LIII Multipolar,EC LII Axo-Axonic
MEC LIII Multipolar,MEC LII Basket
MEC LIII Multipolar,EC LII Basket-MPI
MEC LIII Multipolar,MEC LIII Multipolar
MEC LIII Multipolar,MEC LIII Superficial MPI
MEC LIII Multipolar,EC LIII Pyramidal-Looking
MEC LIII Multipolar,MEC LIII Superficial Trilayer
MEC LIII Superficial MPI,EC LI-II Multipolar-Pyramidal
MEC LIII Superficial MPI,EC LI-II Pyramidal-Fan
MEC LIII Superficial MPI,MEC LII-III PC-Multiform
MEC LIII Superficial MPI,MEC LII Oblique Pyramidal
MEC LIII Superficial MPI,MEC LII Stellate
MEC LIII Superficial MPI,EC LII-III Pyramidal-Tripolar
MEC LIII Superficial MPI,MEC LIII Multipolar Principal
MEC LIII Superficial MPI,EC LIII Pyramidal
MEC LIII Superficial MPI,MEC LIII Complex Pyramidal
MEC LIII Superficial MPI,MEC LIII BP Cmplx PC
MEC LIII Superficial MPI,EC LIII Pyramidal-Stellate
MEC LIII Superficial MPI,EC LIII Stellate
MEC LIII Superficial MPI,EC LIII-V Bipolar Pyramidal
MEC LIII Superficial MPI,EC LIV-V Pyramidal-Horiz
MEC LIII Superficial MPI,EC LV Deep Pyramidal
MEC LIII Superficial MPI,MEC LV Pyramidal
MEC LIII Superficial MPI,MEC LV Superficial PC
MEC LIII Superficial MPI,EC LII Axo-Axonic
MEC LIII Superficial MPI,MEC LII Basket
MEC LIII Superficial MPI,EC LII Basket-MPI
MEC LIII Superficial MPI,MEC LIII Multipolar
MEC LIII Superficial MPI,MEC LIII Superficial MPI
MEC LIII Superficial MPI,EC LIII Pyramidal-Looking
MEC LIII Superficial MPI,MEC LIII Superficial Trilayer
EC LIII Pyramidal-Looking,MEC LII-III PC-Multiform
EC LIII Pyramidal-Looking,EC LII-III Pyramidal-Tripolar
EC LIII Pyramidal-Looking,LEC LIII Multipolar Principal
EC LIII Pyramidal-Looking,MEC LIII Multipolar Principal
EC LIII Pyramidal-Looking,EC LIII Pyramidal
EC LIII Pyramidal-Looking,LEC LIII Complex Pyramidal
EC LIII Pyramidal-Looking,MEC LIII Complex Pyramidal
EC LIII Pyramidal-Looking,MEC LIII BP Cmplx PC
EC LIII Pyramidal-Looking,EC LIII Pyramidal-Stellate
EC LIII Pyramidal-Looking,EC LIII Stellate
EC LIII Pyramidal-Looking,EC LIII-V Bipolar Pyramidal
EC LIII Pyramidal-Looking,EC LIV-V Pyramidal-Horiz
EC LIII Pyramidal-Looking,EC LIV-VI Deep Multipolar
EC LIII Pyramidal-Looking,MEC LV Multipolar-PC
EC LIII Pyramidal-Looking,MEC LV Superficial PC
EC LIII Pyramidal-Looking,LEC LIII Multipolar
EC LIII Pyramidal-Looking,MEC LIII Multipolar
EC LIII Pyramidal-Looking,MEC LIII Superficial MPI
EC LIII Pyramidal-Looking,EC LIII Pyramidal-Looking
EC LIII Pyramidal-Looking,MEC LIII Superficial Trilayer
MEC LIII Superficial Trilayer,EC LI-II Multipolar-Pyramidal
MEC LIII Superficial Trilayer,EC LI-II Pyramidal-Fan
MEC LIII Superficial Trilayer,MEC LII-III PC-Multiform
MEC LIII Superficial Trilayer,MEC LII Oblique Pyramidal
MEC LIII Superficial Trilayer,MEC LII Stellate
MEC LIII Superficial Trilayer,EC LII-III Pyramidal-Tripolar
MEC LIII Superficial Trilayer,MEC LIII Multipolar Principal
MEC LIII Superficial Trilayer,EC LIII Pyramidal
MEC LIII Superficial Trilayer,MEC LIII Complex Pyramidal
MEC LIII Superficial Trilayer,MEC LIII BP Cmplx PC
MEC LIII Superficial Trilayer,EC LIII Pyramidal-Stellate
MEC LIII Superficial Trilayer,EC LIII Stellate
MEC LIII Superficial Trilayer,EC LIII-V Bipolar Pyramidal
MEC LIII Superficial Trilayer,EC LIV-V Pyramidal-Horiz
MEC LIII Superficial Trilayer,EC LV Deep Pyramidal
MEC LIII Superficial Trilayer,MEC LV Pyramidal
MEC LIII Superficial Trilayer,MEC LV Superficial PC
MEC LIII Superficial Trilayer,EC LII Axo-Axonic
MEC LIII Superficial Trilayer,MEC LII Basket
MEC LIII Superficial Trilayer,EC LII Basket-MPI
MEC LIII Superficial Trilayer,MEC LIII Multipolar
MEC LIII Superficial Trilayer,MEC LIII Superficial MPI
MEC LIII Superficial Trilayer,EC LIII Pyramidal-Looking
MEC LIII Superficial Trilayer,MEC LIII Superficial Trilayer
